post_id,text,label,tokens,dataset
42547,stb,0,['stb'],GameTox
53001,;),0,"[';', ')']",GameTox
53229,havy tanr tunnel or 8 9 0 line,0,"['havy', 'tanr', 'tunnel', 'or', '8', '9', '0', 'line']",GameTox
34925,hf,0,['hf'],GameTox
39110,^^,0,['^^'],GameTox
41404,ty,0,['ty'],GameTox
54307,allo ebat,1,"['allo', 'ebat']",GameTox
30104,arty,0,['arty'],GameTox
13047,im out gettem babe,0,"['im', 'out', 'gettem', 'babe']",GameTox
2682,yea really trash sperm!,1,"['yea', 'really', 'trash', 'sperm', '!']",GameTox
39171,glad i stayed put,0,"['glad', 'i', 'stayed', 'put']",GameTox
38166,wow,0,['wow'],GameTox
42171,who are u ?,0,"['who', 'are', 'u', '?']",GameTox
34041,FV,1,['FV'],GameTox
47460,again,0,['again'],GameTox
44637,Enemy SPG seedyjew (T92 HMC) just hit me and is now reloading for about 46.99s.,0,"['Enemy', 'SPG', 'seedyjew', '(', 'T92', 'HMC', ')', 'just', 'hit', 'me', 'and', 'is', 'now', 'reloading', 'for', 'about', '46.99s', '.']",GameTox
39885,gg,0,['gg'],GameTox
6949,"me 3,4k",0,"['me', '3,4k']",GameTox
14133,go,0,['go'],GameTox
20843,arty g0,0,"['arty', 'g0']",GameTox
47012,wt behind rock we cant artys,0,"['wt', 'behind', 'rock', 'we', 'cant', 'artys']",GameTox
48181,all good?,0,"['all', 'good', '?']",GameTox
32557,its reloading,0,"['its', 'reloading']",GameTox
44586,wait,0,['wait'],GameTox
14486,come back here,0,"['come', 'back', 'here']",GameTox
30802,was ok :),0,"['was', 'ok', ':', ')']",GameTox
45215,go go go,0,"['go', 'go', 'go']",GameTox
47387,sry,0,['sry'],GameTox
51291,stop this shit fker,1,"['stop', 'this', 'shit', 'fker']",GameTox
4280,no,0,['no'],GameTox
27977,trash is your mom for born you,1,"['trash', 'is', 'your', 'mom', 'for', 'born', 'you']",GameTox
25143,"Panther, you can hook a right, the arty is not in the corner",0,"['Panther', ',', 'you', 'can', 'hook', 'a', 'right', ',', 'the', 'arty', 'is', 'not', 'in', 'the', 'corner']",GameTox
46752,i don't see him,0,"['i', 'do', ""n't"", 'see', 'him']",GameTox
51652,i cant penn,0,"['i', 'cant', 'penn']",GameTox
44273,we shoudld start cap,0,"['we', 'shoudld', 'start', 'cap']",GameTox
51214,why,0,['why'],GameTox
26243,better,0,['better'],GameTox
18299,go forward and leave their camo...,0,"['go', 'forward', 'and', 'leave', 'their', 'camo', '...']",GameTox
16872,are you blind man?,1,"['are', 'you', 'blind', 'man', '?']",GameTox
7392,arty,0,['arty'],GameTox
52686,i hit something,0,"['i', 'hit', 'something']",GameTox
26905,лт,0,['лт'],GameTox
4249,is 6 full hp and dont move...,0,"['is', '6', 'full', 'hp', 'and', 'dont', 'move', '...']",GameTox
21996,sorry,0,['sorry'],GameTox
26614,як фош б грається?,0,"['як', 'фош', 'б', 'грається', '?']",GameTox
3914,u fcking god bro,0,"['u', 'fcking', 'god', 'bro']",GameTox
1484,thats how you lose,1,"['thats', 'how', 'you', 'lose']",GameTox
44075,MOOORE campers bring moore campers,0,"['MOOORE', 'campers', 'bring', 'moore', 'campers']",GameTox
47444,mt,0,['mt'],GameTox
44724,...,0,['...'],GameTox
8951,THIS IS WHY THEY SHOULDN'T SELL TEIR 10s.,0,"['THIS', 'IS', 'WHY', 'THEY', 'SHOULD', ""N'T"", 'SELL', 'TEIR', '10s', '.']",GameTox
12764,gg,0,['gg'],GameTox
49317,gg wp,0,"['gg', 'wp']",GameTox
36785,maus?,0,"['maus', '?']",GameTox
41080,rush em,0,"['rush', 'em']",GameTox
24671,u re retard,1,"['u', 're', 'retard']",GameTox
27604,passive,0,['passive'],GameTox
13318,sadas,0,['sadas'],GameTox
16586,gg,0,['gg'],GameTox
39259,can you make it to that corner VK?,0,"['can', 'you', 'make', 'it', 'to', 'that', 'corner', 'VK', '?']",GameTox
44225,gg,0,['gg'],GameTox
11684,even 90 whare you going?,0,"['even', '90', 'whare', 'you', 'going', '?']",GameTox
32564,no way,0,"['no', 'way']",GameTox
15120,hero,0,['hero'],GameTox
34931,fullHP,0,['fullHP'],GameTox
4145,gg,0,['gg'],GameTox
12189,dont fire pls,0,"['dont', 'fire', 'pls']",GameTox
47757,move yuor ass,1,"['move', 'yuor', 'ass']",GameTox
50989,you again,0,"['you', 'again']",GameTox
35937,go,0,['go'],GameTox
32363,gg,0,['gg'],GameTox
20807,sometimes you fully zoom but it hits dirt,0,"['sometimes', 'you', 'fully', 'zoom', 'but', 'it', 'hits', 'dirt']",GameTox
49806,ty jg,0,"['ty', 'jg']",GameTox
41787,gg for me,0,"['gg', 'for', 'me']",GameTox
20348,м 103,0,"['м', '103']",GameTox
23950,THE FUCKING MOROPN T-22 PUSHED ME OUT REPORT HIM,1,"['THE', 'FUCKING', 'MOROPN', 'T-22', 'PUSHED', 'ME', 'OUT', 'REPORT', 'HIM']",GameTox
26435,да бля не 3,1,"['да', 'бля', 'не', '3']",GameTox
41276,:)|,0,"[':', ')', '|']",GameTox
40712,GJ,0,['GJ'],GameTox
7400,bruh and what are you doing,0,"['bruh', 'and', 'what', 'are', 'you', 'doing']",GameTox
7033,COMET OMG,0,"['COMET', 'OMG']",GameTox
40747,ggs,0,['ggs'],GameTox
3333,Im Spotted at F7!,0,"['Im', 'Spotted', 'at', 'F7', '!']",GameTox
49782,yeah,0,['yeah'],GameTox
30525,rush,0,['rush'],GameTox
13281,gg,0,['gg'],GameTox
47916,Im Spotted at F8!,0,"['Im', 'Spotted', 'at', 'F8', '!']",GameTox
12272,gl with that,0,"['gl', 'with', 'that']",GameTox
34866,Im Spotted at H1!,0,"['Im', 'Spotted', 'at', 'H1', '!']",GameTox
51554,gg,0,['gg'],GameTox
44560,ТА ТЫ ТВАРЬ ЕСЛИ НЕ МОЖЕШЬ ИГРАТЬ ИДИ В КУКЛЫ СУКА УРОД ДЕБИЛЬНЫЙ,1,"['ТА', 'ТЫ', 'ТВАРЬ', 'ЕСЛИ', 'НЕ', 'МОЖЕШЬ', 'ИГРАТЬ', 'ИДИ', 'В', 'КУКЛЫ', 'СУКА', 'УРОД', 'ДЕБИЛЬНЫЙ']",GameTox
13586,lol bot,1,"['lol', 'bot']",GameTox
27173,gg,0,['gg'],GameTox
3969,not good,0,"['not', 'good']",GameTox
44689,pozz svima,0,"['pozz', 'svima']",GameTox
35129,:*,0,"[':', '*']",GameTox
21352,430,0,['430'],GameTox
15889,yup,0,['yup'],GameTox
28580,why did you fucking flank????,1,"['why', 'did', 'you', 'fucking', 'flank', '?', '?', '?', '?']",GameTox
20741,where?AW,0,"['where', '?', 'AW']",GameTox
25159,ez,0,['ez'],GameTox
54679,ПОДОРЫ ЦЕНТР БРОСИЛИ,0,"['ПОДОРЫ', 'ЦЕНТР', 'БРОСИЛИ']",GameTox
51823,xd,0,['xd'],GameTox
12205,ok gud,0,"['ok', 'gud']",GameTox
10708,time to drive for 2 min to get up hill to then get shot by arty for 3min and die,1,"['time', 'to', 'drive', 'for', '2', 'min', 'to', 'get', 'up', 'hill', 'to', 'then', 'get', 'shot', 'by', 'arty', 'for', '3min', 'and', 'die']",GameTox
36565,Засвет в квадрате D5!!!,0,"['Засвет', 'в', 'квадрате', 'D5', '!', '!', '!']",GameTox
3633,s??k????t??k kald??k :D,0,"['s', '?', '?', 'k', '?', '?', '?', '?', 't', '?', '?', 'k', 'kald', '?', '?', 'k', ':', 'D']",GameTox
1706,all stay,0,"['all', 'stay']",GameTox
38635,wolverine go!!!,0,"['wolverine', 'go', '!', '!', '!']",GameTox
16671,wtf,1,['wtf'],GameTox
7254,ts 5 just wait in the back,0,"['ts', '5', 'just', 'wait', 'in', 'the', 'back']",GameTox
17791,"За Родину, за Сталина! ypaa;)",0,"['За', 'Родину', ',', 'за', 'Сталина', '!', 'ypaa', ';', ')']",GameTox
35470,Im Spotted at E6!,0,"['Im', 'Spotted', 'at', 'E6', '!']",GameTox
24814,eebr go hil,0,"['eebr', 'go', 'hil']",GameTox
9007,Im Spotted at D9!,0,"['Im', 'Spotted', 'at', 'D9', '!']",GameTox
3535,what was tat,0,"['what', 'was', 'tat']",GameTox
23681,gg,0,['gg'],GameTox
25135,bot rhm,1,"['bot', 'rhm']",GameTox
44619,gg,0,['gg'],GameTox
49121,now is to late,0,"['now', 'is', 'to', 'late']",GameTox
2697,udes and st emil MORONS,1,"['udes', 'and', 'st', 'emil', 'MORONS']",GameTox
36802,60,0,['60'],GameTox
23098,ale już nima,0,"['ale', 'już', 'nima']",GameTox
29352,xDDDD,0,['xDDDD'],GameTox
41248,progeto spot,0,"['progeto', 'spot']",GameTox
15459,gg,0,['gg'],GameTox
24231,type in the corner,0,"['type', 'in', 'the', 'corner']",GameTox
20791,gg,1,['gg'],GameTox
52237,Enemy SPG <font color='#fe7903'>EDELVEIS_UA (FV304),0,"['Enemy', 'SPG', '<', 'font', 'color=', ""'"", '#', 'fe7903', ""'"", '>', 'EDELVEIS_UA', '(', 'FV304', ')']",GameTox
41472,#ERROR!,0,"['#', 'ERROR', '!']",GameTox
5627,fucking pantera,1,"['fucking', 'pantera']",GameTox
5962,т 28 бот,1,"['т', '28', 'бот']",GameTox
33334,cori play lego,1,"['cori', 'play', 'lego']",GameTox
44255,#ERROR!,0,"['#', 'ERROR', '!']",GameTox
53439,why not attack e8,0,"['why', 'not', 'attack', 'e8']",GameTox
7872,bush,0,['bush'],GameTox
22520,"4 med,",0,"['4', 'med', ',']",GameTox
11504,free,0,['free'],GameTox
18450,gg,0,['gg'],GameTox
31729,рви,0,['рви'],GameTox
30937,come on snuggle up,0,"['come', 'on', 'snuggle', 'up']",GameTox
7943,go help,0,"['go', 'help']",GameTox
14788,ui,0,['ui'],GameTox
50785,team idiot,1,"['team', 'idiot']",GameTox
5337,Im Spotted at J2!,0,"['Im', 'Spotted', 'at', 'J2', '!']",GameTox
46653,turbo?,0,"['turbo', '?']",GameTox
40158,dig in good and deep,0,"['dig', 'in', 'good', 'and', 'deep']",GameTox
53437,vkkk,0,['vkkk'],GameTox
12242,fuck game,1,"['fuck', 'game']",GameTox
38852,s1,0,['s1'],GameTox
45763,skorp,0,['skorp'],GameTox
31369,we had a video yet,0,"['we', 'had', 'a', 'video', 'yet']",GameTox
28781,% miutes and we win!,0,"['%', 'miutes', 'and', 'we', 'win', '!']",GameTox
54619,Засвет в квадрате A3!!!,0,"['Засвет', 'в', 'квадрате', 'A3', '!', '!', '!']",GameTox
39913,gg,0,['gg'],GameTox
23602,conqueror idiot,1,"['conqueror', 'idiot']",GameTox
45605,ARTY COME BACK,0,"['ARTY', 'COME', 'BACK']",GameTox
12633,261,0,['261'],GameTox
8451,ILL TAKE F6,0,"['ILL', 'TAKE', 'F6']",GameTox
46010,gg,0,['gg'],GameTox
50855,thanks for the fking block,1,"['thanks', 'for', 'the', 'fking', 'block']",GameTox
42842,lol,0,['lol'],GameTox
50952,fuck you conw,1,"['fuck', 'you', 'conw']",GameTox
40186,wp,0,['wp'],GameTox
47945,TEAM!!!!!!!!!,0,"['TEAM', '!', '!', '!', '!', '!', '!', '!', '!', '!']",GameTox
5530,on hill ?,0,"['on', 'hill', '?']",GameTox
41895,арта твоя,0,"['арта', 'твоя']",GameTox
19702,emil idiot,1,"['emil', 'idiot']",GameTox
21838,i died,0,"['i', 'died']",GameTox
27028,leo just go kill him,0,"['leo', 'just', 'go', 'kill', 'him']",GameTox
24667,go fuck yourself behind,1,"['go', 'fuck', 'yourself', 'behind']",GameTox
35008,fuh,0,['fuh'],GameTox
44498,braindead,1,['braindead'],GameTox
15634,atleast one arty k3,0,"['atleast', 'one', 'arty', 'k3']",GameTox
7175,Душите чертей,0,"['Душите', 'чертей']",GameTox
44581,gg,0,['gg'],GameTox
3202,why cause I know how to play the map,0,"['why', 'cause', 'I', 'know', 'how', 'to', 'play', 'the', 'map']",GameTox
26716,спермоглоті бухие,1,"['спермоглоті', 'бухие']",GameTox
51189,all open and only 435 Spot Support,0,"['all', 'open', 'and', 'only', '435', 'Spot', 'Support']",GameTox
43711,wtf doing,1,"['wtf', 'doing']",GameTox
4295,damn idiots noone?,0,"['damn', 'idiots', 'noone', '?']",GameTox
49461,lol no,0,"['lol', 'no']",GameTox
31023,were did,0,"['were', 'did']",GameTox
21898,you play first game ?,1,"['you', 'play', 'first', 'game', '?']",GameTox
30916,"dobra, dziękuję ci za rady XDDDD",0,"['dobra', ',', 'dziękuję', 'ci', 'za', 'rady', 'XDDDD']",GameTox
40932,pls,0,['pls'],GameTox
45141,i have a lot of prem tanks,0,"['i', 'have', 'a', 'lot', 'of', 'prem', 'tanks']",GameTox
53204,arta,0,['arta'],GameTox
53497,gg,0,['gg'],GameTox
32670,cap?,0,"['cap', '?']",GameTox
39837,nah its the tds that are the problem,0,"['nah', 'its', 'the', 'tds', 'that', 'are', 'the', 'problem']",GameTox
33674,drive there idiot,1,"['drive', 'there', 'idiot']",GameTox
37417,do you miss the m103,0,"['do', 'you', 'miss', 'the', 'm103']",GameTox
17240,sry grille,0,"['sry', 'grille']",GameTox
37243,try to spot pls,0,"['try', 'to', 'spot', 'pls']",GameTox
28104,pls report gunda is acheaetr totally,1,"['pls', 'report', 'gunda', 'is', 'acheaetr', 'totally']",GameTox
16595,13 105 u son of a inbred shit,1,"['13', '105', 'u', 'son', 'of', 'a', 'inbred', 'shit']",GameTox
18228,grille,0,['grille'],GameTox
23246,go,0,['go'],GameTox
34254,noobbbb,1,['noobbbb'],GameTox
48193,ggwp,0,['ggwp'],GameTox
29986,losing and draw are equal,0,"['losing', 'and', 'draw', 'are', 'equal']",GameTox
39233,git gud,0,"['git', 'gud']",GameTox
4324,ty,0,['ty'],GameTox
42421,fv,0,['fv'],GameTox
43632,SPOT HALOOOOOOOOO,0,"['SPOT', 'HALOOOOOOOOO']",GameTox
5294,\gg,0,['\\gg'],GameTox
51816,grille move man come on,0,"['grille', 'move', 'man', 'come', 'on']",GameTox
19620,pro campers,0,"['pro', 'campers']",GameTox
15914,spot,0,['spot'],GameTox
51525,"Tintenfisch1 (M6), you are blocking my target!",0,"['Tintenfisch1', '(', 'M6', ')', ',', 'you', 'are', 'blocking', 'my', 'target', '!']",GameTox
41280,харош все равно!,0,"['харош', 'все', 'равно', '!']",GameTox
27575,idiot team,1,"['idiot', 'team']",GameTox
27563,omly he left,0,"['omly', 'he', 'left']",GameTox
45403,omg,0,['omg'],GameTox
19474,haa,0,['haa'],GameTox
42592,танк ты пт,0,"['танк', 'ты', 'пт']",GameTox
52206,Im Spotted at A0!,0,"['Im', 'Spotted', 'at', 'A0', '!']",GameTox
3422,ffs,1,['ffs'],GameTox
51876,wait,0,['wait'],GameTox
22900,aim for middle someone,0,"['aim', 'for', 'middle', 'someone']",GameTox
9614,103,0,['103'],GameTox
20941,лохи,1,['лохи'],GameTox
19868,"panther and su, help me",0,"['panther', 'and', 'su', ',', 'help', 'me']",GameTox
9528,respect,0,['respect'],GameTox
35528,bc u r now the king,0,"['bc', 'u', 'r', 'now', 'the', 'king']",GameTox
14142,if tier ) idioten,1,"['if', 'tier', ')', 'idioten']",GameTox
53725,artillery is full of bs,1,"['artillery', 'is', 'full', 'of', 'bs']",GameTox
22163,spot light !!!,0,"['spot', 'light', '!', '!', '!']",GameTox
37531,kari,0,['kari'],GameTox
6604,this gane,0,"['this', 'gane']",GameTox
45838,gj mooron s,0,"['gj', 'mooron', 's']",GameTox
49661,he is in 1 spot all the time,0,"['he', 'is', 'in', '1', 'spot', 'all', 'the', 'time']",GameTox
42891,maximum push city guys,0,"['maximum', 'push', 'city', 'guys']",GameTox
51412,pin is shit,1,"['pin', 'is', 'shit']",GameTox
51794,dupku,1,['dupku'],GameTox
7177,Artillery (G.W. Panther) damaged me and now is on reload!,0,"['Artillery', '(', 'G.W', '.', 'Panther', ')', 'damaged', 'me', 'and', 'now', 'is', 'on', 'reload', '!']",GameTox
41525,alitte late,0,"['alitte', 'late']",GameTox
16908,WHY FALL,0,"['WHY', 'FALL']",GameTox
32591,alweys noobs move on USLES north push and do loss,1,"['alweys', 'noobs', 'move', 'on', 'USLES', 'north', 'push', 'and', 'do', 'loss']",GameTox
16374,i m disgust for you m41,1,"['i', 'm', 'disgust', 'for', 'you', 'm41']",GameTox
39664,:),0,"[':', ')']",GameTox
37097,well done Leo...,0,"['well', 'done', 'Leo', '...']",GameTox
37031,dudes,0,['dudes'],GameTox
22017,epic,0,['epic'],GameTox
38960,back,0,['back'],GameTox
49774,i bounced 5.2k,0,"['i', 'bounced', '5.2k']",GameTox
45501,shot,0,['shot'],GameTox
4749,:),0,"[':', ')']",GameTox
51120,gj,0,['gj'],GameTox
34997,minha esteira travou,0,"['minha', 'esteira', 'travou']",GameTox
32224,he‘s,0,"['he', '‘', 's']",GameTox
52981,3rd Gunmark done :),0,"['3rd', 'Gunmark', 'done', ':', ')']",GameTox
20386,FUCKKKKK,1,['FUCKKKKK'],GameTox
52079,damn what now,0,"['damn', 'what', 'now']",GameTox
23278,kpz moveee,0,"['kpz', 'moveee']",GameTox
13143,light,0,['light'],GameTox
35319,cmon,0,['cmon'],GameTox
20886,перекатитесь,0,['перекатитесь'],GameTox
23422,hp 704?,0,"['hp', '704', '?']",GameTox
42611,your welcome,0,"['your', 'welcome']",GameTox
30531,im stuned 10 minutes from enemy arty and you m53 didint shoot single shoot on thath t832,1,"['im', 'stuned', '10', 'minutes', 'from', 'enemy', 'arty', 'and', 'you', 'm53', 'didint', 'shoot', 'single', 'shoot', 'on', 'thath', 't832']",GameTox
5361,I've been spotted in B2!,0,"['I', ""'ve"", 'been', 'spotted', 'in', 'B2', '!']",GameTox
51121,nice,0,['nice'],GameTox
13934,youjo mercy,0,"['youjo', 'mercy']",GameTox
25593,rape...,0,"['rape', '...']",GameTox
2367,our Chieftain have 4k dmg now,0,"['our', 'Chieftain', 'have', '4k', 'dmg', 'now']",GameTox
22021,you are more stupid,1,"['you', 'are', 'more', 'stupid']",GameTox
49452,bye,0,['bye'],GameTox
13196,M10 time to move,0,"['M10', 'time', 'to', 'move']",GameTox
54563,WTF is ebr doing?,1,"['WTF', 'is', 'ebr', 'doing', '?']",GameTox
28975,i hit him full ram jump on him did nothing ...,0,"['i', 'hit', 'him', 'full', 'ram', 'jump', 'on', 'him', 'did', 'nothing', '...']",GameTox
35178,gg,0,['gg'],GameTox
37679,there you go,0,"['there', 'you', 'go']",GameTox
16252,gg,0,['gg'],GameTox
38876,Zbrod dayniv,0,"['Zbrod', 'dayniv']",GameTox
26582,пробьеш,0,['пробьеш'],GameTox
50737,useless campers,1,"['useless', 'campers']",GameTox
40754,yes,0,['yes'],GameTox
26036,fu all ht plauers,0,"['fu', 'all', 'ht', 'plauers']",GameTox
53363,go to hell idiot,1,"['go', 'to', 'hell', 'idiot']",GameTox
27430,stupid suicide moves,1,"['stupid', 'suicide', 'moves']",GameTox
23394,CC push you are full health,0,"['CC', 'push', 'you', 'are', 'full', 'health']",GameTox
4187,gg,0,['gg'],GameTox
40123,gg boys,0,"['gg', 'boys']",GameTox
8962,ohh still have hope,0,"['ohh', 'still', 'have', 'hope']",GameTox
37736,yesssssss mission done,0,"['yesssssss', 'mission', 'done']",GameTox
28019,go for gonsalo,0,"['go', 'for', 'gonsalo']",GameTox
24053,gj,0,['gj'],GameTox
11295,kokokodaa,0,['kokokodaa'],GameTox
20812,with TVP,0,"['with', 'TVP']",GameTox
23163,gg,0,['gg'],GameTox
31349,не убьет)),0,"['не', 'убьет', ')', ')']",GameTox
21706,o yeee,0,"['o', 'yeee']",GameTox
49577,gsor empty for 50s,0,"['gsor', 'empty', 'for', '50s']",GameTox
44563,great,0,['great'],GameTox
10873,have 400 base if i am not mistaken,0,"['have', '400', 'base', 'if', 'i', 'am', 'not', 'mistaken']",GameTox
28765,gg,0,['gg'],GameTox
21631,gl,0,['gl'],GameTox
4928,ya est?? bien de estar todo el d??a acusando,0,"['ya', 'est', '?', '?', 'bien', 'de', 'estar', 'todo', 'el', 'd', '?', '?', 'a', 'acusando']",GameTox
31191,teh kv,0,"['teh', 'kv']",GameTox
14861,dude,0,['dude'],GameTox
25105,GG,0,['GG'],GameTox
35713,nahhh,0,['nahhh'],GameTox
24048,go to hill maybe,0,"['go', 'to', 'hill', 'maybe']",GameTox
35218,brooo,0,['brooo'],GameTox
10155,hali,0,['hali'],GameTox
44146,arty here,0,"['arty', 'here']",GameTox
32326,tupe sproste je-nute opice,1,"['tupe', 'sproste', 'je-nute', 'opice']",GameTox
6827,let push city,0,"['let', 'push', 'city']",GameTox
31312,Im Spotted at H8!,0,"['Im', 'Spotted', 'at', 'H8', '!']",GameTox
14580,яебал враг уже перед ним стоит а он попасть не может,1,"['яебал', 'враг', 'уже', 'перед', 'ним', 'стоит', 'а', 'он', 'попасть', 'не', 'может']",GameTox
14963,SUCHIY POTRAX,1,"['SUCHIY', 'POTRAX']",GameTox
28786,damn,1,['damn'],GameTox
45875,jfixed,0,['jfixed'],GameTox
4503,rats,0,['rats'],GameTox
39157,go back,0,"['go', 'back']",GameTox
34947,pls,0,['pls'],GameTox
29708,gg,0,['gg'],GameTox
37710,aiming,0,['aiming'],GameTox
33153,gj !!!!,0,"['gj', '!', '!', '!', '!']",GameTox
25123,we cap,0,"['we', 'cap']",GameTox
11429,brain flat liners,1,"['brain', 'flat', 'liners']",GameTox
14813,cs where you go,0,"['cs', 'where', 'you', 'go']",GameTox
44258,WOW 0 SPOT,0,"['WOW', '0', 'SPOT']",GameTox
40430,i have 6k spot already and he doesnt stop me,0,"['i', 'have', '6k', 'spot', 'already', 'and', 'he', 'doesnt', 'stop', 'me']",GameTox
22557,ага,0,['ага'],GameTox
52114,t103,0,['t103'],GameTox
13850,Im Spotted at A5!,0,"['Im', 'Spotted', 'at', 'A5', '!']",GameTox
44399,gg,0,['gg'],GameTox
24444,1600 hp heavy afk,0,"['1600', 'hp', 'heavy', 'afk']",GameTox
34815,це ж чого?,0,"['це', 'ж', 'чого', '?']",GameTox
39577,gj,0,['gj'],GameTox
13742,got him,0,"['got', 'him']",GameTox
50780,i didnt think he would die,0,"['i', 'didnt', 'think', 'he', 'would', 'die']",GameTox
25510,finish t34 if you can,0,"['finish', 't34', 'if', 'you', 'can']",GameTox
31355,11к,0,['11к'],GameTox
40055,gg guys,0,"['gg', 'guys']",GameTox
53087,Im Spotted at D9!,0,"['Im', 'Spotted', 'at', 'D9', '!']",GameTox
43572,wtf fuitur,1,"['wtf', 'fuitur']",GameTox
42500,gg,0,['gg'],GameTox
18465,Im Spotted at K5!,0,"['Im', 'Spotted', 'at', 'K5', '!']",GameTox
19957,u dead,1,"['u', 'dead']",GameTox
35405,all good,0,"['all', 'good']",GameTox
2598,why do you come here with no camo?,0,"['why', 'do', 'you', 'come', 'here', 'with', 'no', 'camo', '?']",GameTox
11727,art,0,['art'],GameTox
20494,wye,0,['wye'],GameTox
30188,vydrž na te zakladně,0,"['vydrž', 'na', 'te', 'zakladně']",GameTox
50731,pta go,0,"['pta', 'go']",GameTox
34448,fbr sell tank noob,1,"['fbr', 'sell', 'tank', 'noob']",GameTox
2923,Im Spotted at G6!,0,"['Im', 'Spotted', 'at', 'G6', '!']",GameTox
49008,they are to slow,0,"['they', 'are', 'to', 'slow']",GameTox
30799,4005,0,['4005'],GameTox
41378,thx IS-7,0,"['thx', 'IS-7']",GameTox
13098,you noobs on this team uninstall,1,"['you', 'noobs', 'on', 'this', 'team', 'uninstall']",GameTox
21057,jep,0,['jep'],GameTox
52612,bc eres idiota perdido,1,"['bc', 'eres', 'idiota', 'perdido']",GameTox
7509,do we take 0 line or will we stay back and snipe to lose the medium side?,0,"['do', 'we', 'take', '0', 'line', 'or', 'will', 'we', 'stay', 'back', 'and', 'snipe', 'to', 'lose', 'the', 'medium', 'side', '?']",GameTox
48191,gg,0,['gg'],GameTox
14296,the ticket is to decide,0,"['the', 'ticket', 'is', 'to', 'decide']",GameTox
3679,anx,0,['anx'],GameTox
51387,nevadí :-),0,"['nevadí', ':', '-', ')']",GameTox
29656,делай кв2,0,"['делай', 'кв2']",GameTox
35233,gg,0,['gg'],GameTox
20996,on asia servers maybe,0,"['on', 'asia', 'servers', 'maybe']",GameTox
17989,gg,0,['gg'],GameTox
6192,pudel hit you go push,0,"['pudel', 'hit', 'you', 'go', 'push']",GameTox
27585,i Fukt up,0,"['i', 'Fukt', 'up']",GameTox
42989,wlose,0,['wlose'],GameTox
20210,705 and 257 one hitrs,0,"['705', 'and', '257', 'one', 'hitrs']",GameTox
14442,it's WWE,0,"['it', ""'s"", 'WWE']",GameTox
15642,gg,0,['gg'],GameTox
38771,lol grupenkuscheln auf der a7,0,"['lol', 'grupenkuscheln', 'auf', 'der', 'a7']",GameTox
1659,tankussy,0,['tankussy'],GameTox
19275,Засвет в квадрате B7!!!,0,"['Засвет', 'в', 'квадрате', 'B7', '!', '!', '!']",GameTox
42773,NICE PLAY MAUS,0,"['NICE', 'PLAY', 'MAUS']",GameTox
49669,ааа,0,['ааа'],GameTox
41081,ARTY HELP,0,"['ARTY', 'HELP']",GameTox
46751,VK !!!,0,"['VK', '!', '!', '!']",GameTox
48717,need t54 kileld,0,"['need', 't54', 'kileld']",GameTox
9155,100%,0,"['100', '%']",GameTox
50904,^,0,['^'],GameTox
4097,bot peregrine,0,"['bot', 'peregrine']",GameTox
33633,HAHAHAHAA STUG,1,"['HAHAHAHAA', 'STUG']",GameTox
17258,gg,0,['gg'],GameTox
40857,Im Spotted at C2!,0,"['Im', 'Spotted', 'at', 'C2', '!']",GameTox
39520,stugs why u stay G7?,0,"['stugs', 'why', 'u', 'stay', 'G7', '?']",GameTox
35046,insane team,0,"['insane', 'team']",GameTox
36134,nice shot,0,"['nice', 'shot']",GameTox
10439,Im Spotted at B7!,0,"['Im', 'Spotted', 'at', 'B7', '!']",GameTox
18671,go,0,['go'],GameTox
21346,Засвет в квадрате E4!!!,0,"['Засвет', 'в', 'квадрате', 'E4', '!', '!', '!']",GameTox
5608,"krivoruky_rajcatko (T37), you are blocking my target!",0,"['krivoruky_rajcatko', '(', 'T37', ')', ',', 'you', 'are', 'blocking', 'my', 'target', '!']",GameTox
46824,artys,0,['artys'],GameTox
45506,gg,0,['gg'],GameTox
27593,Хел,0,['Хел'],GameTox
52217,dont push,0,"['dont', 'push']",GameTox
17761,pressure cap,0,"['pressure', 'cap']",GameTox
8350,ugh fing gun,0,"['ugh', 'fing', 'gun']",GameTox
13759,team delt the f game play barbie,1,"['team', 'delt', 'the', 'f', 'game', 'play', 'barbie']",GameTox
47771,gj škoda,0,"['gj', 'škoda']",GameTox
6987,you guys sure outsmarted them,0,"['you', 'guys', 'sure', 'outsmarted', 'them']",GameTox
53272,fuck y ambt,1,"['fuck', 'y', 'ambt']",GameTox
43344,Insane,0,['Insane'],GameTox
34141,move heavies morons,1,"['move', 'heavies', 'morons']",GameTox
41795,sae debikle,0,"['sae', 'debikle']",GameTox
33920,noooooooob,1,['noooooooob'],GameTox
20113,gg,0,['gg'],GameTox
32825,wz 120 idiotas,1,"['wz', '120', 'idiotas']",GameTox
44757,"lol, he missed me xD",0,"['lol', ',', 'he', 'missed', 'me', 'xD']",GameTox
53071,clan,0,['clan'],GameTox
7925,i thought you were just sitting there ngl,0,"['i', 'thought', 'you', 'were', 'just', 'sitting', 'there', 'ngl']",GameTox
10898,oh,0,['oh'],GameTox
4866,красава,0,['красава'],GameTox
32984,i have 6 left,0,"['i', 'have', '6', 'left']",GameTox
1591,play tier 10,0,"['play', 'tier', '10']",GameTox
13034,no...go here and arty,0,"['no', '...', 'go', 'here', 'and', 'arty']",GameTox
